ID,AGE_HEAD,AGE_SPOUSE,SEX_HEAD,SEX_SPOUSE,EDU_HEAD,EDU_SPOUSE,OCC_HEAD,OCC_SPOUSE,STATE,MARITAL,HOUSEHOLD_SIZE,CHILDREN,SPOUSE_PRESENT,WEIGHT,INCOME,HEAD_LABOR,SPOUSE_LABOR,WEEKS_HEAD,WEEKS_SPOUSE,WEEKS_OUT_HEAD,WEEKS_OUT_SPOUSE,EXP,GAS,FOOD_HOME,FOOD_DELIV,FOOD_OUT,RENT,EDUC_EXP,CHILDCARE,TRIPS,WEALTH,HOUSE_VALUE,MORTGAGE,MORT_PAY,HOME_EQUITY,BUSINESS_VAL,PROPERTY_TAX
2686.9999999999995,65.99999999999999,28.999999999999996,1,1,15.999999999999998,12.999999999999998,2339.9999999999995,7699.999999999997,0,2,2,0,1,14111.457999999993,37909.999999999985,12234.999999999993,13995.999999999995,51.99999999999999,51.99999999999999,0,0,29374.99999999999,0,8683.999999999998,0,2911.9999999999986,8675.999999999998,0,0,2224.9999999999995,8897.999999999998,0,0,0,0,0,0
2687.9999999999995,27.999999999999996,23.999999999999996,1,2,15.999999999999998,12.999999999999998,204.99999999999997,4049.9999999999986,28.999999999999996,2,3,1,1,8156.843999999999,47999.99999999998,23999.99999999999,23999.99999999999,51.99999999999999,51.99999999999999,0,0,42499.19999999998,3599.9999999999995,5199.999999999999,0,2599.9999999999995,4499.999999999999,0,3637.1999999999985,499.99999999999994,-13499.999999999995,0,0,0,0,0,0
2688.9999999999995,31.999999999999996,0,2,0,14.999999999999998,0,3257.999999999999,0,22,2,1,0,0,1401.9029999999993,41999.999999999985,41999.999999999985,0,51.99999999999999,0,0,0,24971.99999999999,1199.9999999999998,2599.9999999999995,0,2079.9999999999995,8435.999999999998,0,0,899.9999999999999,-5099.999999999998,0,0,0,0,0,0
2689.999999999999,26.999999999999996,27.999999999999996,1,2,15.999999999999998,11.999999999999998,1549.9999999999998,8319.999999999998,5,2,2,0,1,14551.103999999992,89999.99999999997,44999.999999999985,44999.999999999985,51.99999999999999,51.99999999999999,0,0,28669.99999999999,539.9999999999999,3899.9999999999986,0,1199.9999999999998,6599.999999999997,1199.9999999999998,0,599.9999999999999,23099.999999999985,0,0,0,0,0,0
2690.999999999999,23.999999999999996,0,1,0,11,0,0,0,22,2,1,0,0,2236.347999999999,0,0,0,0,0,51.99999999999999,0,11702.089999999998,0,2079.9999999999995,0,0,6299.999999999998,0,0,0,0,0,0,0,0,0,0
2691.999999999999,30.999999999999996,31.999999999999996,1,2,16.999999999999996,16.999999999999996,1004.9999999999997,2629.999999999999,6,1,2,0,1,5342.3319999999985,149009.99999999994,96999.99999999996,51999.999999999985,51.99999999999999,51.99999999999999,0,0,54719.99999999998,2399.9999999999995,5719.999999999998,0,4159.999999999998,19199.999999999993,0,0,1999.9999999999993,59999.99999999998,0,0,0,0,0,0
2692.9999999999995,42,42.99999999999999,1,2,11,11.999999999999998,9129.999999999996,5099.999999999998,4,4,4,2,1,7364.343999999997,154199.99999999997,71999.99999999999,73999.99999999999,51.99999999999999,51.99999999999999,0,0,76419.99999999997,0,18199.999999999996,2599.9999999999995,7799.999999999997,0,0,0,4999.999999999999,197999.99999999994,249999.9999999999,149999.99999999997,9319.999999999998,99999.99999999997,0,2999.999999999999
2693.9999999999995,57.99999999999999,0,1,0,15.999999999999998,0,2749.9999999999995,0,16.999999999999996,3,3,1,0,11050.690999999997,81949.99999999997,59999.99999999998,0,51.99999999999999,0,0,0,153829.99999999997,2999.999999999999,31199.99999999999,0,2999.999999999999,0,50349.999999999985,0,3999.9999999999986,899999.9999999997,399999.9999999999,209999.9999999999,14099.999999999995,189999.99999999994,999999.9999999995,8999.999999999998
2694.999999999999,42,40.99999999999999,1,2,16.999999999999996,13.999999999999998,2309.999999999999,2629.999999999999,17.999999999999996,1,5,3,1,8036.136999999997,74999.99999999997,64999.99999999998,0,51.99999999999999,51.99999999999999,0,0,43011.99999999999,1199.9999999999998,5199.999999999999,0,1799.9999999999998,0,0,0,1999.9999999999993,189999.99999999994,209999.9999999999,84999.99999999997,10812.139999999994,124999.99999999996,29999.99999999999,1499.9999999999995
2696.9999999999995,42.99999999999999,36.99999999999999,1,2,15.999999999999998,16.999999999999996,7699.999999999997,429.99999999999994,6,1,4,2,1,25021.457999999988,257847.9999999999,148953.99999999994,89655.99999999999,51.99999999999999,51.99999999999999,0,0,84494.67999999998,2639.9999999999995,10399.999999999996,0,0,0,0,11999.999999999995,2999.999999999999,1194999.9999999995,799999.9999999998,199999.99999999994,23999.99999999999,599999.9999999999,0,5999.999999999998
2697.9999999999995,39,0,1,0,15.999999999999998,0,2899.999999999999,0,36.99999999999999,2,2,1,0,4834.075999999998,49999.99999999998,49999.99999999998,0,51.99999999999999,0,0,0,27365.76999999999,1199.9999999999998,2599.9999999999995,0,2599.9999999999995,5943.7699999999995,0,0,1999.9999999999993,21957.99999999999,0,0,0,0,0,0
2698.999999999999,56.99999999999999,53.99999999999999,1,2,16.999999999999996,13.999999999999998,429.99999999999994,3499.9999999999986,27.999999999999996,1,2,0,1,1382.9289999999999,201999.99999999994,174999.99999999997,26999.99999999999,51.99999999999999,51.99999999999999,0,0,83104.69999999998,5999.999999999998,10399.999999999996,0,5199.999999999999,0,0,0,0,225999.99999999997,139999.99999999994,88999.99999999997,9599.999999999998,50999.99999999998,0,999.9999999999997
2699.9999999999995,32.99999999999999,0,1,0,11.999999999999998,0,429.99999999999994,0,50.99999999999999,2,2,0,0,21516.67899999999,64999.99999999998,64999.99999999998,0,51.99999999999999,0,0,0,33363.999999999985,2399.9999999999995,4159.999999999998,0,1039.9999999999998,5999.999999999998,0,0,0,13349.999999999995,0,0,0,0,0,0
2700.9999999999995,42.99999999999999,37.99999999999999,1,2,16.999999999999996,16.999999999999996,2809.9999999999986,3149.999999999999,11,1,3,1,1,11933.730999999996,200631.99999999994,124999.99999999996,69999.99999999997,51.99999999999999,51.99999999999999,0,0,101381.99999999994,0,4419.999999999999,0,10399.999999999996,0,0,21999.999999999993,7499.999999999997,1365999.9999999995,774999.9999999998,0,0,774999.9999999998,0,3999.9999999999986
2701.9999999999995,42,0,1,0,0,0,0,0,11.999999999999998,2,1,0,0,19563.302999999993,0,0,0,0,0,0,0,12925.309999999994,0,5199.999999999999,0,0,6525.309999999998,0,0,0,0,0,0,0,0,0,0
2702.9999999999995,42.99999999999999,0,2,0,16.999999999999996,0,2199.9999999999995,0,12.999999999999998,4,3,2,0,22479.218999999997,17999.999999999996,0,0,51.99999999999999,0,0,0,82640.99999999996,839.9999999999999,2079.9999999999995,0,2599.9999999999995,0,0,0,9999.999999999996,673999.9999999998,779999.9999999998,289999.9999999999,17999.999999999996,489999.9999999998,0,8099.999999999997
2703.9999999999995,94,0,2,0,11.999999999999998,0,0,0,28.999999999999996,3,1,0,0,24853.790999999994,42249.99999999998,0,0,0,0,51.99999999999999,0,53025.67999999998,0,2369.329999999999,0,0,4156.3499999999995,0,0,0,83999.99999999997,0,0,0,0,0,0
2704.9999999999995,37.99999999999999,42,1,2,15.999999999999998,11.999999999999998,5599.999999999998,4539.999999999999,47.99999999999999,1,2,0,1,9265.293999999998,124999.99999999996,84999.99999999997,22999.99999999999,51.99999999999999,51.99999999999999,0,0,68275.99999999997,1919.9999999999993,5199.999999999999,0,2999.999999999999,0,0,0,7999.999999999997,387999.9999999999,259999.9999999999,249999.9999999999,12399.999999999995,9999.999999999996,0,5399.999999999999
2706.9999999999995,37.99999999999999,0,1,0,16.999999999999996,0,4849.999999999998,0,6,2,1,0,0,29842.14699999999,104999.99999999996,104999.99999999996,0,51.99999999999999,0,0,0,48549.99999999998,1199.9999999999998,7799.999999999997,0,3639.9999999999995,12599.999999999995,0,0,2499.9999999999995,-31147.999999999985,0,0,0,0,0,0
2708.9999999999995,64.99999999999999,58.99999999999999,1,2,15.999999999999998,13.999999999999998,1299.9999999999998,5509.999999999998,47.99999999999999,1,2,0,1,39183.48799999998,80699.99999999997,24999.99999999999,54999.99999999998,51.99999999999999,51.99999999999999,0,0,35301.999999999985,1679.9999999999998,9359.999999999998,0,0,13919.999999999995,0,0,0,-5999.999999999998,0,0,0,0,0,0
2709.9999999999995,33.99999999999999,0,2,0,13.999999999999998,0,5399.999999999999,0,36.99999999999999,2,1,0,0,2365.841999999999,20065.99999999999,16965.999999999996,0,34.99999999999999,0,0,0,18845.769999999993,1799.9999999999998,2599.9999999999995,0,3379.9999999999986,4799.999999999999,0,0,0,-22374.999999999996,0,0,0,0,0,0
2710.999999999999,73.99999999999999,58.99999999999999,1,2,11.999999999999998,11,599.9999999999999,4849.999999999998,33.99999999999999,1,3,0,1,22158.81099999999,235809.9999999999,66999.99999999999,119999.99999999996,51.99999999999999,51.99999999999999,0,0,74379.99999999999,3119.9999999999995,12999.999999999996,0,5199.999999999999,0,0,0,4999.999999999999,1885999.9999999993,339999.9999999999,0,0,339999.9999999999,0,12999.999999999996
2711.999999999999,22.999999999999996,0,2,0,15.999999999999998,0,4009.9999999999986,0,6,2,1,0,0,57161.375999999975,22999.99999999999,21999.999999999993,0,51.99999999999999,0,0,0,18111.209999999992,1199.9999999999998,2599.9999999999995,0,2599.9999999999995,6959.999999999997,0,0,499.99999999999994,6799.999999999997,0,0,0,0,0,0
2712.9999999999995,49.99999999999999,0,2,0,11.999999999999998,0,5619.999999999997,0,50.99999999999999,2,5,2,0,3843.5259999999985,17999.999999999996,17999.999999999996,0,51.99999999999999,0,0,0,29757.069999999985,1799.9999999999998,1559.9999999999998,0,2079.9999999999995,3787.0699999999997,0,0,699.9999999999999,5999.999999999998,0,0,0,0,0,0
2713.9999999999995,37.99999999999999,0,2,0,11.999999999999998,0,3599.9999999999995,0,47.99999999999999,5,4,3,0,1306.5359999999998,21099.999999999993,20999.999999999993,0,51.99999999999999,0,0,0,26905.99999999999,1199.9999999999998,1299.9999999999998,0,1039.9999999999998,14399.999999999995,249.99999999999997,0,199.99999999999997,4999.999999999999,0,0,0,0,0,0
2715.999999999999,62.99999999999999,64.99999999999999,1,2,15.999999999999998,7,4249.999999999999,0,47.99999999999999,1,2,0,1,8732.938999999998,25999.999999999993,25999.999999999993,0,51.99999999999999,0,0,51.99999999999999,26105.99999999999,3359.9999999999986,5199.999999999999,0,5199.999999999999,0,0,0,0,29499.999999999985,11999.999999999995,0,0,11999.999999999995,0,349.99999999999994
2716.9999999999995,47.99999999999999,59.99999999999999,1,2,15.999999999999998,16.999999999999996,629.9999999999999,0,25.999999999999996,1,2,0,1,3084.8529999999996,51999.999999999985,51999.999999999985,0,51.99999999999999,0,0,51.99999999999999,46079.21999999997,959.9999999999999,5199.999999999999,0,5199.999999999999,14939.999999999995,0,0,2499.9999999999995,-79999.99999999997,0,0,0,0,0,0
2717.9999999999995,53.99999999999999,56.99999999999999,1,2,11.999999999999998,11.999999999999998,8799.999999999998,6039.999999999998,8,1,3,0,1,48783.645999999986,75915.99999999999,50915.999999999985,24999.99999999999,51.99999999999999,51.99999999999999,0,0,44720.86999999999,3599.9999999999995,10399.999999999996,0,1199.9999999999998,0,2799.999999999999,0,3999.9999999999986,129999.99999999996,139999.99999999994,24999.99999999999,4260.089999999999,114999.99999999999,0,799.9999999999999
2718.999999999999,25.999999999999996,0,1,0,11.999999999999998,0,4249.999999999999,0,42,2,1,0,0,14758.593999999992,56339.99999999997,9999.999999999996,0,51.99999999999999,0,0,0,29202.39999999999,2399.9999999999995,5199.999999999999,0,1039.9999999999998,8521.849999999997,0,0,1199.9999999999998,-11674.999999999996,0,0,0,0,0,0
2719.9999999999995,59.99999999999999,0,2,0,13.999999999999998,0,5699.999999999999,0,50.99999999999999,2,2,0,0,12687.287999999995,22999.99999999999,22999.99999999999,0,51.99999999999999,0,0,0,23795.999999999985,0,2079.9999999999995,3119.9999999999995,1559.9999999999998,10979.999999999996,0,0,0,0,0,0,0,0,0,0
2720.9999999999995,59.99999999999999,55.99999999999999,1,2,6,15.999999999999998,9599.999999999998,6039.999999999998,8,1,3,0,1,7916.977999999999,72436.99999999999,45417.999999999985,23915.999999999985,51.99999999999999,44.99999999999999,0,3,38435.349999999984,2879.999999999999,11959.999999999998,0,3119.9999999999995,3599.9999999999995,0,0,1499.9999999999995,7499.999999999997,0,0,0,0,0,0
2721.9999999999995,63.99999999999999,61.99999999999999,1,2,9,9,6399.999999999999,0,47.99999999999999,1,2,0,1,16835.076999999997,27547.99999999999,9999.999999999996,0,15.999999999999998,0,35.99999999999999,51.99999999999999,61363.99999999998,1799.9999999999998,20799.999999999993,0,2599.9999999999995,0,0,0,4999.999999999999,68499.99999999997,49999.99999999998,0,0,49999.99999999998,0,1099.9999999999998
2722.9999999999995,69.99999999999999,67.99999999999999,1,2,14.999999999999998,11.999999999999998,9619.999999999996,5699.999999999999,24.999999999999996,1,2,0,1,16930.893999999997,116879.99999999996,38999.999999999985,40999.99999999998,51.99999999999999,51.99999999999999,0,0,47717.99999999999,719.9999999999999,5199.999999999999,0,2399.9999999999995,0,0,0,3999.9999999999986,667999.9999999998,349999.9999999999,139999.99999999994,4399.999999999999,209999.9999999999,0,3999.9999999999986
2723.9999999999995,31.999999999999996,25.999999999999996,1,2,15.999999999999998,8,9129.999999999996,0,32.99999999999999,1,5,3,1,38963.016999999985,21999.999999999993,12999.999999999996,0,51.99999999999999,0,0,51.99999999999999,29875.99999999999,1439.9999999999995,3599.9999999999995,0,259.99999999999994,15599.999999999995,199.99999999999997,0,0,1329.9999999999998,0,0,0,0,0,0
2724.9999999999995,40.99999999999999,37.99999999999999,1,2,15.999999999999998,13.999999999999998,9609.999999999998,6039.999999999998,6,2,3,1,1,24359.69699999999,23499.999999999985,16499.999999999996,6999.999999999997,51.99999999999999,35.99999999999999,0,0,34371.999999999985,3239.9999999999995,7799.999999999997,0,1689.9999999999998,11399.999999999998,0,0,499.99999999999994,3999.9999999999986,0,0,0,0,0,0
2725.9999999999995,55.99999999999999,0,2,0,11.999999999999998,0,8299.999999999998,0,12.999999999999998,2,2,0,0,1244.6879999999999,14108.999999999993,7908.999999999999,0,18.999999999999996,0,32.99999999999999,0,15127.999999999995,0,1799.9999999999998,0,2599.9999999999995,2999.999999999999,0,0,0,-14996.999999999993,0,0,0,0,0,0
2726.9999999999995,23.999999999999996,0,2,0,15.999999999999998,0,3254.999999999999,0,12.999999999999998,2,1,0,0,24168.740999999987,60049.99999999998,59999.99999999998,0,51.99999999999999,0,0,0,28802.849999999988,959.9999999999999,5199.999999999999,0,3119.9999999999995,8519.999999999998,0,0,599.9999999999999,23999.99999999999,0,0,0,0,0,0
2727.9999999999995,27.999999999999996,0,1,0,15.999999999999998,0,9129.999999999996,0,47.99999999999999,2,1,0,0,8686.604999999998,34999.999999999985,34999.999999999985,0,45.99999999999999,0,6,0,61670.88999999997,1439.9999999999995,7799.999999999997,0,5199.999999999999,10799.999999999996,0,0,4999.999999999999,16999.999999999996,0,0,0,0,0,0
2728.9999999999995,32.99999999999999,0,1,0,10,0,9129.999999999996,0,47.99999999999999,2,3,1,0,1311.5739999999996,124999.99999999996,99999.99999999997,0,51.99999999999999,0,0,0,157499.99999999994,11999.999999999995,20799.999999999993,1199.9999999999998,2399.9999999999995,14399.999999999995,699.9999999999999,34999.999999999985,2999.999999999999,399999.9999999999,0,0,0,0,0,0
2729.9999999999995,55.99999999999999,50.99999999999999,1,2,14.999999999999998,13.999999999999998,429.99999999999994,8999.999999999998,6,1,4,1,1,11674.678999999996,156899.99999999994,81199.99999999996,47999.99999999998,51.99999999999999,51.99999999999999,0,0,99619.99999999999,2399.9999999999995,10399.999999999996,0,3599.9999999999995,23999.99999999999,7999.999999999997,0,7999.999999999997,-5999.999999999998,0,0,0,0,0,0
2730.999999999999,72.99999999999999,0,2,0,11.999999999999998,0,0,0,5,4,5,2,0,4299.661999999999,34439.999999999985,0,0,0,0,51.99999999999999,0,16839.999999999996,599.9999999999999,5199.999999999999,0,519.9999999999999,0,0,0,299.99999999999994,54999.99999999998,49999.99999999998,0,0,49999.99999999998,0,349.99999999999994
2731.999999999999,21,0,2,0,14.999999999999998,0,4599.999999999998,0,12.999999999999998,2,1,0,0,42887.704999999994,7099.999999999997,499.99999999999994,0,37.99999999999999,0,3,0,16733.999999999996,0,3119.9999999999995,0,719.9999999999999,7919.999999999997,0,0,49.99999999999999,0,0,0,0,0,0,0
2732.9999999999995,35.99999999999999,0,2,0,11.999999999999998,0,0,0,47.99999999999999,5,5,4,0,29593.98699999999,0,0,0,0,0,51.99999999999999,0,41230.56999999998,1439.9999999999995,10399.999999999996,0,3154.5699999999993,9599.999999999998,0,0,3999.9999999999986,4999.999999999999,0,0,0,0,0,0
2733.9999999999995,36.99999999999999,39,1,2,11.999999999999998,11.999999999999998,6199.999999999999,0,6,1,4,2,1,21520.59299999999,59999.99999999998,59999.99999999998,0,51.99999999999999,0,0,51.99999999999999,81907.99999999997,7199.999999999999,28599.99999999999,0,199.99999999999997,11999.999999999995,0,0,0,75999.99999999997,0,0,0,0,0,0
2734.999999999999,28.999999999999996,0,1,0,13.999999999999998,0,5699.999999999999,0,44.99999999999999,2,1,0,0,27767.294999999987,41999.999999999985,41999.999999999985,0,51.99999999999999,0,0,0,22159.99999999999,839.9999999999999,2599.9999999999995,0,2079.9999999999995,9599.999999999998,0,0,599.9999999999999,-6116.999999999997,0,0,0,0,0,0
2737.9999999999995,33.99999999999999,33.99999999999999,1,2,13.999999999999998,13.999999999999998,7699.999999999997,0,6,1,5,3,1,7523.528999999998,59199.99999999998,57999.99999999998,0,51.99999999999999,0,0,51.99999999999999,29369.99999999999,899.9999999999999,4159.999999999998,0,599.9999999999999,0,0,0,1699.9999999999998,105999.99999999999,119999.99999999996,0,0,119999.99999999996,0,699.9999999999999
2738.999999999999,45.99999999999999,44,1,2,12.999999999999998,13.999999999999998,5509.999999999998,3499.9999999999986,39,1,4,2,1,13483.955999999995,122149.99999999994,71999.99999999999,49999.99999999998,51.99999999999999,51.99999999999999,0,0,69833.99999999999,2399.9999999999995,5199.999999999999,0,499.99999999999994,0,10999.999999999996,0,1499.9999999999995,126699.99999999996,224999.9999999999,99999.99999999997,6399.999999999999,124999.99999999996,0,4999.999999999999
2740.9999999999995,45.99999999999999,44,1,2,11.999999999999998,14.999999999999998,3399.9999999999986,3509.9999999999986,8,1,4,2,1,15025.513999999994,137255.99999999997,71777.99999999997,61177.99999999997,51.99999999999999,51.99999999999999,0,0,66903.99999999997,1799.9999999999998,10399.999999999996,599.9999999999999,3119.9999999999995,0,0,0,2499.9999999999995,300799.99999999994,399999.9999999999,269999.99999999994,19003.999999999993,129999.99999999996,0,1999.9999999999993
2741.9999999999995,22,0,2,0,11.999999999999998,0,4019.9999999999986,0,47.99999999999999,2,4,2,0,1525.6489999999994,63499.99999999997,14999.999999999995,0,51.99999999999999,0,0,0,43499.99999999998,1199.9999999999998,2599.9999999999995,0,2399.9999999999995,10799.999999999996,0,4799.999999999999,0,11499.999999999998,0,0,0,0,0,0
2742.9999999999995,49,0,2,0,13.999999999999998,0,5329.999999999999,0,22,4,2,0,0,3997.6919999999986,11999.999999999995,6999.999999999997,0,42,0,0,0,23769.99999999999,2399.9999999999995,1199.9999999999998,0,5199.999999999999,6299.999999999998,0,0,0,-56999.99999999998,0,0,0,0,0,0
2743.9999999999995,27.999999999999996,22.999999999999996,1,2,15.999999999999998,16.999999999999996,4759.999999999999,5119.999999999998,47,2,2,0,1,16842.604999999996,29999.99999999999,25999.999999999993,0,51.99999999999999,0,0,51.99999999999999,43766.149999999994,1199.9999999999998,6239.999999999999,0,2079.9999999999995,18599.999999999996,5999.999999999998,0,1999.9999999999993,13299.999999999995,0,0,0,0,0,0
2744.9999999999995,62.99999999999999,0,1,0,11.999999999999998,0,0,0,39,4,1,0,0,34292.59799999998,26999.99999999999,0,0,0,0,51.99999999999999,0,9661.709999999997,0,3639.9999999999995,0,1299.9999999999998,0,0,0,0,17799.999999999996,13499.999999999995,0,0,13499.999999999995,0,0
2745.9999999999995,58.99999999999999,42.99999999999999,1,2,4,4,4249.999999999999,0,6,1,4,2,1,9205.691999999997,23599.99999999999,23599.99999999999,0,51.99999999999999,0,0,0,37487.99999999999,959.9999999999999,10399.999999999996,0,1247.9999999999998,19799.999999999993,0,0,0,-3899.9999999999986,0,0,0,0,0,0
2746.9999999999995,67.99999999999999,63.99999999999999,1,2,11.999999999999998,13.999999999999998,0,4719.999999999999,36.99999999999999,1,2,0,1,3521.3049999999985,50635.999999999985,0,34999.999999999985,0,51.99999999999999,51.99999999999999,0,28815.999999999985,959.9999999999999,3119.9999999999995,0,599.9999999999999,0,0,0,599.9999999999999,157999.99999999997,154999.99999999997,7999.999999999997,9378.999999999998,146999.99999999994,0,452.99999999999994
2747.9999999999995,30.999999999999996,0,2,0,13.999999999999998,0,4029.9999999999995,0,39,4,6,5,0,9132.652999999998,34999.999999999985,0,0,0,0,51.99999999999999,0,10824.209999999995,959.9999999999999,0,0,239.99999999999997,8124.209999999996,0,0,99.99999999999999,999.9999999999997,0,0,0,0,0,0
2748.9999999999995,28.999999999999996,35.99999999999999,1,1,15.999999999999998,16.999999999999996,40,1609.9999999999998,0,1,2,0,1,12217.127999999993,167599.99999999997,78599.99999999997,88999.99999999997,51.99999999999999,51.99999999999999,0,0,57685.99999999998,0,7279.999999999999,0,7279.999999999999,0,0,0,14999.999999999995,-43599.99999999998,324999.9999999999,314999.9999999999,14039.999999999995,9999.999999999996,0,3249.999999999999
2749.9999999999995,57.99999999999999,0,2,0,9,0,4009.9999999999986,0,6,4,4,2,0,5527.6579999999985,38999.999999999985,8999.999999999998,0,35.99999999999999,0,15.999999999999998,0,49699.99999999999,1799.9999999999998,7799.999999999997,0,0,25199.99999999999,0,0,0,31999.99999999999,0,0,0,0,0,0
2751.999999999999,96.99999999999999,0,1,0,13.999999999999998,0,0,0,42,3,1,0,0,17053.643999999997,19289.999999999993,0,0,0,0,51.99999999999999,0,9882.999999999998,0,0,0,0,5999.999999999998,0,0,0,84499.99999999999,0,0,0,0,0,0
2752.9999999999995,39,34.99999999999999,1,2,16.999999999999996,15.999999999999998,8029.999999999997,3254.999999999999,39,1,5,3,1,1326.5649999999998,147999.99999999997,79999.99999999997,67999.99999999997,37.99999999999999,51.99999999999999,1,0,56168.54999999998,3599.9999999999995,7799.999999999997,0,2399.9999999999995,13199.999999999995,0,0,2499.9999999999995,-80999.99999999997,0,0,0,0,0,0
2753.9999999999995,44.99999999999999,44.99999999999999,1,2,16.999999999999996,15.999999999999998,119.99999999999999,0,0,1,4,2,1,14725.458999999995,911880.9999999995,911880.9999999995,0,51.99999999999999,0,0,51.99999999999999,103125.33999999997,587.9999999999999,18966.999999999993,0,6322.159999999997,53999.99999999998,1215.9999999999998,0,6078.999999999999,12158.999999999993,0,0,0,0,0,0
2754.999999999999,35.99999999999999,32.99999999999999,1,2,11.999999999999998,12.999999999999998,9139.999999999996,9139.999999999996,11.999999999999998,1,4,2,1,9418.371999999996,80999.99999999997,45999.99999999998,34999.999999999985,51.99999999999999,51.99999999999999,0,0,65247.99999999997,1199.9999999999998,7799.999999999997,0,5199.999999999999,19199.999999999993,349.99999999999994,0,0,-6999.999999999997,0,0,0,0,0,0
2756.9999999999995,65.99999999999999,59.99999999999999,1,2,0,4,0,0,24.999999999999996,1,9,2,1,25645.164999999994,61999.99999999998,0,0,0,0,51.99999999999999,51.99999999999999,49499.999999999985,1199.9999999999998,15599.999999999995,0,0,15599.999999999995,0,0,0,1999.9999999999993,0,0,0,0,0,0
2757.9999999999995,63.99999999999999,60.99999999999999,1,2,11.999999999999998,11.999999999999998,9129.999999999996,4759.999999999999,35.99999999999999,1,2,0,1,26459.12199999999,65129.99999999998,5899.999999999999,39999.999999999985,14.999999999999998,51.99999999999999,36.99999999999999,0,38809.999999999985,2399.9999999999995,6499.999999999998,0,1559.9999999999998,0,0,0,0,52699.99999999998,62999.99999999998,9999.999999999996,6035.999999999999,48999.999999999985,0,1899.9999999999993
2758.999999999999,21,0,2,0,12.999999999999998,0,2309.999999999999,0,36.99999999999999,2,1,0,0,2180.0959999999995,6999.999999999997,6999.999999999997,0,44,0,0,0,17174.579999999998,0,2599.9999999999995,0,1819.9999999999998,8820.579999999998,0,0,0,-3999.9999999999986,0,0,0,0,0,0
2759.9999999999995,45.99999999999999,0,2,0,13.999999999999998,0,4719.999999999999,0,36.99999999999999,4,3,0,0,2721.8109999999997,39049.999999999985,14999.999999999995,0,51.99999999999999,0,0,0,39775.999999999985,1079.9999999999998,7799.999999999997,0,3119.9999999999995,0,0,0,0,47999.99999999998,64999.99999999998,55999.99999999998,4295.999999999999,8999.999999999998,0,799.9999999999999
2760.9999999999995,77,66.99999999999999,1,2,15.999999999999998,11.999999999999998,0,0,44.99999999999999,1,2,0,1,8763.859999999999,38379.999999999985,0,0,0,0,51.99999999999999,51.99999999999999,56853.99999999998,899.9999999999999,3119.9999999999995,0,2079.9999999999995,0,0,0,1999.9999999999993,205999.99999999994,349999.9999999999,189999.99999999994,13799.999999999995,159999.99999999997,0,1899.9999999999993
2761.9999999999995,25.999999999999996,36.99999999999999,1,2,11,11.999999999999998,3599.9999999999995,5849.999999999998,6,2,4,2,1,1588.8419999999999,68008.99999999997,18456.999999999993,46079.99999999998,51.99999999999999,51.99999999999999,0,0,34394.48999999998,1199.9999999999998,2599.9999999999995,0,2339.9999999999995,9599.999999999998,0,0,809.0299999999999,24999.99999999999,0,0,0,0,0,0
2763,55.99999999999999,0,2,0,16.999999999999996,0,229.99999999999991,0,33.99999999999999,4,3,1,0,43960.57099999999,134411.99999999997,101999.99999999997,0,51.99999999999999,0,0,0,80590.03999999998,4799.999999999999,6239.999999999999,5199.999999999999,6239.999999999999,0,0,0,0,1055999.9999999998,799999.9999999998,0,0,799999.9999999998,0,17999.999999999996
2763.9999999999995,25.999999999999996,0,2,0,3,0,4599.999999999998,0,30.999999999999996,2,3,2,0,3030.313999999999,19639.999999999993,19639.999999999993,0,51.99999999999999,0,0,0,30617.74999999999,0,10399.999999999996,0,5199.999999999999,8399.999999999998,0,3463.9999999999986,0,0,0,0,0,0,0,0
2764.9999999999995,39,0,1,0,13.999999999999998,0,4759.999999999999,0,33.99999999999999,2,2,1,0,1383.2869999999998,58999.99999999998,47999.99999999998,0,51.99999999999999,0,0,0,25267.999999999985,839.9999999999999,3639.9999999999995,1559.9999999999998,959.9999999999999,7199.999999999999,359.99999999999994,0,499.99999999999994,1699.9999999999998,0,0,0,0,0,0
2765.9999999999995,29.999999999999996,32.99999999999999,1,2,11.999999999999998,15.999999999999998,5939.999999999999,909.9999999999999,26.999999999999996,1,6,4,1,57276.90499999998,59999.99999999998,5999.999999999998,53999.99999999998,51.99999999999999,51.99999999999999,0,0,34889.999999999985,1199.9999999999998,10399.999999999996,0,599.9999999999999,0,0,0,299.99999999999994,179999.99999999994,149999.99999999997,129999.99999999996,7999.999999999997,19999.999999999993,0,1599.9999999999998
2767,52.99999999999999,47.99999999999999,1,2,15.999999999999998,15.999999999999998,5619.999999999997,2009.9999999999993,24.999999999999996,1,3,1,1,11464.394999999997,118299.99999999996,59999.99999999998,57999.99999999998,51.99999999999999,51.99999999999999,0,0,88535.99999999999,2999.999999999999,10399.999999999996,0,2599.9999999999995,0,0,6999.999999999997,2999.999999999999,65999.99999999997,249999.9999999999,224999.9999999999,16375.999999999993,24999.99999999999,0,2199.9999999999995
2768.9999999999995,36.99999999999999,40,1,2,13.999999999999998,11.999999999999998,9499.999999999998,9599.999999999998,30.999999999999996,2,4,2,1,5200.289999999999,41999.999999999985,39999.999999999985,1999.9999999999993,51.99999999999999,10,0,42,51711.089999999975,2399.9999999999995,10399.999999999996,0,0,8099.999999999997,0,5195.999999999998,6999.999999999997,0,0,0,0,0,0,0
